Year,Competition,Club,1 - 15,16 - 30,31 - 45,45+,46 - 60,61 - 75,76 - 90,90+,Extra time,Total,Player,Share
17,Club World Cup,Real Madrid,1,0,0,1,0,0,0,0,0,2,Karim Benzema,0.0025
15,LaLiga,Real Madrid,0,3,1,0,6,4,1,0,0,15,Karim Benzema,0.004
15,Champions League,Real Madrid,0,2,1,0,1,0,2,0,0,6,Karim Benzema,0.004
15,Club World Cup,Real Madrid,0,0,1,0,0,0,0,0,0,1,Karim Benzema,0.004
14,Champions League,Real Madrid,1,1,0,0,2,0,1,0,0,5,Karim Benzema,0.0075
14,LaLiga,Real Madrid,2,7,1,1,1,3,2,0,0,17,Karim Benzema,0.0075
14,Copa del Rey,Real Madrid,0,2,0,0,0,0,0,0,0,2,Karim Benzema,0.0075
12,LaLiga,Real Madrid,4,3,3,0,4,4,3,0,0,21,Karim Benzema,0.0011
12,Champions League,Real Madrid,1,1,0,0,1,3,1,0,0,7,Karim Benzema,0.0011
12,Copa del Rey,Real Madrid,0,0,0,0,0,2,1,0,0,3,Karim Benzema,0.0011
12,Supercopa,Real Madrid,0,0,0,0,0,0,1,0,0,1,Karim Benzema,0.0011
11,LaLiga,Real Madrid,2,4,0,0,3,3,3,0,0,15,Karim Benzema,0.0034
11,Champions League,Real Madrid,1,0,1,0,0,3,1,0,0,6,Karim Benzema,0.0034
11,Copa del Rey,Real Madrid,1,1,1,0,0,1,1,0,0,5,Karim Benzema,0.0034
11,Premier League,Manchester United,1,2,1,0,2,1,2,0,,9,Nani,0.0026
11,Champions League,Manchester United,1,0,0,0,0,0,0,0,,1,Nani,0.0026
12,LaLiga,FC Barcelona,0,1,0,0,0,0,1,0,,2,Gerard Piqué,0.0011
11,LaLiga,FC Barcelona,0,0,1,0,1,1,0,0,,3,Gerard Piqué,0.0022
11,Champions League,FC Barcelona,0,0,0,0,1,0,0,0,,1,Gerard Piqué,0.0022
17,Ligue 1,AS Monaco,3,3,3,0,4,6,2,0,,21,Radamel Falcao,0.0032
17,Champions League,AS Monaco,0,2,2,0,0,1,0,0,,5,Radamel Falcao,0.0032
17,Coupe de la Ligue,AS Monaco,0,0,0,1,0,0,0,0,,1,Radamel Falcao,0.0032
17,Coupe de France,AS Monaco,0,1,0,0,0,0,0,0,,1,Radamel Falcao,0.0032
17,Champions League Qu.,AS Monaco,0,1,1,0,0,0,0,0,,2,Radamel Falcao,0.0032
13,LaLiga,Atlético de Madrid,4,5,6,0,5,4,4,0,,28,Radamel Falcao,0.0108
13,Copa del Rey,Atlético de Madrid,1,1,0,0,0,0,0,0,,2,Radamel Falcao,0.0108
13,Europa League,Atlético de Madrid,0,0,0,0,0,0,1,0,,1,Radamel Falcao,0.0108
13,UEFA Super Cup,Atlético de Madrid,1,1,1,0,0,0,0,0,,3,Radamel Falcao,0.0108
12,LaLiga,Atlético de Madrid,1,2,4,0,5,5,6,1,,24,Radamel Falcao,0.0367
12,Europa League,Atlético de Madrid,3,1,3,0,0,2,3,0,,12,Radamel Falcao,0.0367
13,Serie A,Juventus FC,3,0,0,0,2,0,0,0,0,5,Andrea Pirlo,0.0111
12,Serie A,Juventus FC,0,2,0,0,0,1,0,0,0,3,Andrea Pirlo,0.0266
13,Premier League,Manchester United,6,4,5,1,1,2,5,2,0,26,Robin van Persie,0.0179
13,FA Cup,Manchester United,0,0,0,0,0,0,0,1,0,1,Robin van Persie,0.0179
13,Champions League,Manchester United,0,1,0,0,1,0,1,0,0,3,Robin van Persie,0.0179
12,Premier League,Arsenal FC,6,3,4,0,3,7,5,2,0,30,Robin van Persie,0.0145
12,Champions League,Arsenal FC,0,0,2,0,1,0,1,0,0,4,Robin van Persie,0.0145
12,FA Cup,Arsenal FC,0,0,0,0,1,1,0,0,0,2,Robin van Persie,0.0145
12,Champions League Qu.,Arsenal FC,0,0,0,0,1,0,0,0,0,1,Robin van Persie,0.0145
12,LaLiga,FC Barcelona,1,0,0,0,0,0,0,0,,1,Sergio Busquets,0.002
12,Champions League,FC Barcelona,0,0,1,0,0,0,0,0,,1,Sergio Busquets,0.002
18,Champions League,Real Madrid,0,1,0,0,0,1,1,0,0,3,Gareth Bale,0.0021
18,LaLiga,Real Madrid,3,4,3,0,3,2,1,0,0,16,Gareth Bale,0.0021
18,Copa del Rey,Real Madrid,0,0,1,0,0,0,0,0,0,1,Gareth Bale,0.0021
18,Club World Cup,Real Madrid,0,0,0,0,0,0,1,0,0,1,Gareth Bale,0.0021
16,LaLiga,Real Madrid,2,2,4,0,2,4,5,0,0,19,Gareth Bale,0.0385
15,LaLiga,Real Madrid,2,4,2,0,0,3,2,0,0,13,Gareth Bale,0.0065
15,Club World Cup,Real Madrid,0,0,0,0,2,0,0,0,0,2,Gareth Bale,0.0065
15,Champions League,Real Madrid,0,1,1,0,0,0,0,0,0,2,Gareth Bale,0.0065
14,Champions League,Real Madrid,1,1,1,0,0,2,0,0,1,6,Gareth Bale,0.01
14,LaLiga,Real Madrid,2,2,2,0,1,7,1,0,0,15,Gareth Bale,0.01
14,Copa del Rey,Real Madrid,0,0,0,0,0,0,1,0,0,1,Gareth Bale,0.01
13,Premier League,Tottenham Hotspur,4,2,2,0,1,5,7,0,0,21,Gareth Bale,0.0132
13,Europa League,Tottenham Hotspur,1,0,1,0,0,0,0,1,0,3,Gareth Bale,0.0132
13,FA Cup,Tottenham Hotspur,0,0,1,0,0,0,0,0,0,1,Gareth Bale,0.0132
13,EFL Cup,Tottenham Hotspur,0,0,0,0,0,1,0,0,0,1,Gareth Bale,0.0132
23,LaLiga,FC Barcelona,2,4,6,1,1,4,4,1,0,23,Robert Lewandowski,0.0082
23,Europa League,FC Barcelona,0,1,0,0,0,0,0,0,0,1,Robert Lewandowski,0.0082
23,Copa del Rey,FC Barcelona,0,0,0,0,1,0,1,0,0,2,Robert Lewandowski,0.0082
23,Supercopa,FC Barcelona,0,0,2,0,0,0,0,0,0,2,Robert Lewandowski,0.0082
23,Champions League,FC Barcelona,0,0,1,1,0,1,1,1,0,5,Robert Lewandowski,0.0082
22,Bundesliga,Bayern Munich,6,4,7,2,3,8,5,0,0,35,Robert Lewandowski,0.1142
22,Champions League,Bayern Munich,3,4,0,0,2,1,3,0,0,13,Robert Lewandowski,0.1142
22,DFL-Supercup,Bayern Munich,0,0,1,0,0,1,0,0,0,2,Robert Lewandowski,0.1142
21,Bundesliga,Bayern Munich,4,7,7,3,8,4,5,3,0,41,Robert Lewandowski,0.2132
21,Champions League,Bayern Munich,1,1,2,0,0,0,1,0,0,5,Robert Lewandowski,0.2132
21,Club World Cup,Bayern Munich,0,1,0,0,0,0,1,0,0,2,Robert Lewandowski,0.2132
19,DFB-Pokal,Bayern Munich,0,1,1,0,1,0,4,0,0,7,Robert Lewandowski,0.0156
19,Bundesliga,Bayern Munich,2,7,1,0,3,3,5,1,0,22,Robert Lewandowski,0.0156
19,Champions League,Bayern Munich,2,0,2,0,1,2,1,0,0,8,Robert Lewandowski,0.0156
19,DFL-Supercup,Bayern Munich,0,2,0,0,1,0,0,0,0,3,Robert Lewandowski,0.0156
17,Bundesliga,Bayern Munich,5,5,6,0,6,1,5,2,0,30,Robert Lewandowski,0.016
17,Champions League,Bayern Munich,0,2,1,0,4,1,0,0,0,8,Robert Lewandowski,0.016
17,DFB-Pokal,Bayern Munich,2,1,2,0,0,0,0,0,0,5,Robert Lewandowski,0.016
16,Bundesliga,Bayern Munich,4,0,4,0,10,8,4,0,0,30,Robert Lewandowski,0.0019
16,Champions League,Bayern Munich,1,3,0,0,1,4,0,0,0,9,Robert Lewandowski,0.0019
16,DFB-Pokal,Bayern Munich,0,1,1,0,0,0,1,0,0,3,Robert Lewandowski,0.0019
15,Bundesliga,Bayern Munich,4,2,4,0,1,4,1,1,0,17,Robert Lewandowski,0.042
15,Champions League,Bayern Munich,0,2,2,0,1,1,0,0,0,6,Robert Lewandowski,0.042
15,DFB-Pokal,Bayern Munich,1,1,0,0,0,0,0,0,0,2,Robert Lewandowski,0.042
13,Bundesliga,Borussia Dortmund,5,3,2,1,3,3,6,1,0,24,Robert Lewandowski,0.0092
13,Champions League,Borussia Dortmund,1,0,4,0,2,2,1,0,0,10,Robert Lewandowski,0.0092
13,DFB-Pokal,Borussia Dortmund,0,0,0,0,0,0,1,0,0,1,Robert Lewandowski,0.0092
13,DFL-Supercup,Borussia Dortmund,0,0,0,0,0,1,0,0,0,1,Robert Lewandowski,0.0092
18,Coupe de France,Paris Saint-Germain,0,1,0,0,0,1,1,0,0,3,Edinson Cavani,0.001
18,Ligue 1,Paris Saint-Germain,3,7,4,0,2,6,5,1,0,28,Edinson Cavani,0.001
18,Coupe de la Ligue,Paris Saint-Germain,1,0,0,0,0,0,1,0,0,2,Edinson Cavani,0.001
18,Champions League,Paris Saint-Germain,0,1,3,0,0,1,2,0,0,7,Edinson Cavani,0.001
17,Ligue 1,Paris Saint-Germain,4,8,3,1,4,8,7,0,0,35,Edinson Cavani,0.0114
17,Coupe de France,Paris Saint-Germain,0,0,1,0,0,0,0,1,0,2,Edinson Cavani,0.0114
17,Coupe de la Ligue,Paris Saint-Germain,0,0,0,0,2,1,1,0,0,4,Edinson Cavani,0.0114
17,Champions League,Paris Saint-Germain,1,1,0,0,2,3,0,1,0,8,Edinson Cavani,0.0114
13,Serie A,SSC Napoli,5,1,3,0,3,9,8,0,0,29,Edinson Cavani,0.0036
13,Italy Cup,SSC Napoli,1,0,0,0,0,0,0,0,0,1,Edinson Cavani,0.0036
13,Europa League,SSC Napoli,1,1,0,0,0,1,2,2,0,7,Edinson Cavani,0.0036
13,Supercoppa Italiana,SSC Napoli,0,1,0,0,0,0,0,0,0,1,Edinson Cavani,0.0036
13,Champions League,Paris Saint-Germain,0,2,0,0,0,0,0,0,0,2,Thiago Silva,0.0024
13,Coupe de la Ligue,Paris Saint-Germain,0,1,0,0,0,0,0,0,0,1,Thiago Silva,0.0024
19,Europa League,Chelsea FC,0,0,0,0,0,2,0,0,0,2,Eden Hazard,0.0089
19,Premier League,Chelsea FC,0,3,3,2,2,1,4,1,0,16,Eden Hazard,0.0089
19,EFL Cup,Chelsea FC,0,0,1,0,0,0,2,0,0,3,Eden Hazard,0.0089
18,FA Cup,Chelsea FC,0,1,0,0,0,0,0,0,0,1,Eden Hazard,0.0413
18,Premier League,Chelsea FC,1,3,0,0,1,5,2,0,0,12,Eden Hazard,0.0413
18,EFL Cup,Chelsea FC,1,0,0,0,0,0,0,0,0,1,Eden Hazard,0.0413
18,Champions League,Chelsea FC,0,1,1,0,0,1,0,0,0,3,Eden Hazard,0.0413
17,Premier League,Chelsea FC,4,3,2,0,4,2,1,0,0,16,Eden Hazard,0.0057
17,FA Cup,Chelsea FC,0,0,0,0,0,1,0,0,0,1,Eden Hazard,0.0057
15,Premier League,Chelsea FC,3,4,3,1,0,2,1,0,0,14,Eden Hazard,0.0139
15,Champions League,Chelsea FC,0,0,0,0,0,0,2,0,1,3,Eden Hazard,0.0139
15,EFL Cup,Chelsea FC,0,2,0,0,0,0,0,0,0,2,Eden Hazard,0.0139
14,Champions League,Chelsea FC,0,1,0,0,0,0,1,0,0,2,Eden Hazard,0.0047
14,Premier League,Chelsea FC,0,4,3,0,2,2,2,1,0,14,Eden Hazard,0.0047
14,UEFA Super Cup,Chelsea FC,0,0,0,0,0,0,0,0,1,1,Eden Hazard,0.0047
13,Premier League,Chelsea FC,0,1,3,0,3,1,1,0,0,9,Eden Hazard,0.0016
13,FA Cup,Chelsea FC,0,0,0,0,1,0,0,0,0,1,Eden Hazard,0.0016
13,Europa League,Chelsea FC,0,0,0,0,0,0,0,1,0,1,Eden Hazard,0.0016
13,EFL Cup,Chelsea FC,0,0,0,0,0,0,1,1,0,2,Eden Hazard,0.0016
15,LaLiga,Real Madrid,3,1,4,0,1,3,1,0,,13,James Rodríguez,0.0045
15,Copa del Rey,Real Madrid,0,1,1,0,0,0,0,0,,2,James Rodríguez,0.0045
15,Champions League,Real Madrid,0,0,1,0,0,0,0,0,,1,James Rodríguez,0.0045
15,Supercopa,Real Madrid,0,0,0,0,0,0,1,0,,1,James Rodríguez,0.0045
14,Ligue 1,AS Monaco,1,3,1,0,1,0,3,0,,9,James Rodríguez,0.0147
14,Coupe de France,AS Monaco,0,0,1,0,0,0,0,0,,1,James Rodríguez,0.0147
17,LaLiga,Real Madrid,0,0,0,0,0,0,3,0,,3,Toni Kroos,0.0071
17,Champions League,Real Madrid,0,0,0,0,1,0,0,0,,1,Toni Kroos,0.0071
16,LaLiga,Real Madrid,0,0,1,0,0,0,0,0,,1,Toni Kroos,0.0006
15,LaLiga,Real Madrid,0,1,0,0,1,0,0,0,,2,Toni Kroos,0.0029
14,DFB-Pokal,Bayern Munich,0,0,1,0,0,0,0,0,,1,Toni Kroos,0.0143
14,Bundesliga,Bayern Munich,1,1,0,0,0,0,0,0,,2,Toni Kroos,0.0143
14,Champions League,Bayern Munich,0,0,0,0,1,0,0,0,,1,Toni Kroos,0.0143
14,Copa del Rey,Real Madrid,1,1,0,0,1,1,0,0,,4,Ángel Di María,0.0129
14,LaLiga,Real Madrid,0,2,0,0,1,1,0,0,,4,Ángel Di María,0.0129
14,Champions League,Real Madrid,0,0,0,0,0,2,1,0,,3,Ángel Di María,0.0129
14,Champions League,Atlético de Madrid,1,1,1,0,1,1,3,0,,8,Diego Costa,0.0102
14,LaLiga,Atlético de Madrid,2,4,5,0,3,8,4,1,,27,Diego Costa,0.0102
14,Copa del Rey,Atlético de Madrid,0,0,0,0,0,0,1,0,,1,Diego Costa,0.0102
14,Bundesliga,Bayern Munich,3,0,1,0,2,2,2,0,,10,Mario Götze,0.0084
14,DFB-Pokal,Bayern Munich,0,0,0,0,0,0,0,1,,1,Mario Götze,0.0084
14,Club World Cup,Bayern Munich,0,0,0,0,1,0,0,0,,1,Mario Götze,0.0084
14,Champions League,Bayern Munich,1,0,0,0,1,0,1,0,,3,Mario Götze,0.0084
18,Premier League,Manchester United,0,1,0,0,3,0,2,0,,6,Paul Pogba,0.0031
16,Serie A,Juventus FC,0,2,1,0,1,4,0,0,,8,Paul Pogba,0.0026
16,Champions League,Juventus FC,1,0,0,0,0,0,0,0,,1,Paul Pogba,0.0026
16,Italy Cup,Juventus FC,0,0,0,0,0,0,1,0,,1,Paul Pogba,0.0026
15,Serie A,Juventus FC,1,3,1,0,1,1,1,0,,8,Paul Pogba,0.0072
15,Italy Cup,Juventus FC,0,0,0,0,1,0,0,0,,1,Paul Pogba,0.0072
15,Champions League,Juventus FC,0,0,0,0,0,1,0,0,,1,Paul Pogba,0.0072
14,Serie A,Juventus FC,0,0,1,0,2,1,3,0,,7,Paul Pogba,0.004
14,Europa League,Juventus FC,0,0,0,0,0,0,0,1,,1,Paul Pogba,0.004
14,Supercoppa Italiana,Juventus FC,0,1,0,0,0,0,0,0,,1,Paul Pogba,0.004
15,FA Cup,Arsenal FC,0,0,1,0,1,0,1,0,1,4,Alexis Sánchez,0.0114
15,Premier League,Arsenal FC,1,3,3,1,1,4,1,2,0,16,Alexis Sánchez,0.0114
15,Champions League,Arsenal FC,0,1,1,0,1,0,0,0,0,3,Alexis Sánchez,0.0114
15,EFL Cup,Arsenal FC,1,0,0,0,0,0,0,0,0,1,Alexis Sánchez,0.0114
15,Champions League Qu.,Arsenal FC,0,0,0,1,0,0,0,0,0,1,Alexis Sánchez,0.0114
16,Bundesliga,Bayern Munich,0,1,1,0,1,1,0,0,0,4,Arturo Vidal,0.0026
16,Champions League,Bayern Munich,1,0,1,0,0,0,0,0,0,2,Arturo Vidal,0.0026
16,DFB-Pokal,Bayern Munich,1,0,0,0,0,0,0,0,0,1,Arturo Vidal,0.0026
15,Serie A,Juventus FC,2,1,2,0,0,1,0,1,0,7,Arturo Vidal,0.0058
15,Champions League,Juventus FC,0,0,0,0,1,0,0,0,0,1,Arturo Vidal,0.0058
23,Champions League,Manchester City,0,0,0,0,0,1,0,1,,2,Kevin De Bruyne,0.0679
23,Premier League,Manchester City,1,1,1,0,3,1,0,0,,7,Kevin De Bruyne,0.0679
23,FA Cup,Manchester City,0,0,0,0,0,0,1,0,,1,Kevin De Bruyne,0.0679
22,Premier League,Manchester City,5,3,1,0,1,4,1,0,,15,Kevin De Bruyne,0.1176
22,Champions League,Manchester City,1,0,0,0,0,1,0,0,,2,Kevin De Bruyne,0.1176
22,FA Cup,Manchester City,0,0,0,0,0,1,0,0,,1,Kevin De Bruyne,0.1176
22,EFL Cup,Manchester City,0,1,0,0,0,0,0,0,,1,Kevin De Bruyne,0.1176
21,Premier League,Manchester City,2,2,1,0,1,0,0,0,,6,Kevin De Bruyne,0.0268
21,Champions League,Manchester City,1,1,0,0,0,1,0,0,,3,Kevin De Bruyne,0.0268
21,FA Cup,Manchester City,0,0,0,0,0,0,1,0,,1,Kevin De Bruyne,0.0268
19,FA Cup,Manchester City,0,0,0,0,0,2,0,0,,2,Kevin De Bruyne,0.005
19,Premier League,Manchester City,1,0,0,0,0,0,1,0,,2,Kevin De Bruyne,0.005
19,EFL Cup,Manchester City,2,0,0,0,0,0,0,0,,2,Kevin De Bruyne,0.005
18,Premier League,Manchester City,0,1,1,0,3,3,0,0,,8,Kevin De Bruyne,0.0101
18,FA Cup,Manchester City,1,0,0,0,0,0,0,0,,1,Kevin De Bruyne,0.0101
18,EFL Cup,Manchester City,0,0,0,0,1,0,0,1,,2,Kevin De Bruyne,0.0101
18,Champions League,Manchester City,0,0,0,0,1,0,0,0,,1,Kevin De Bruyne,0.0101
17,Premier League,Manchester City,2,2,0,0,2,0,0,0,,6,Kevin De Bruyne,0.0089
17,Champions League,Manchester City,0,0,0,0,1,0,0,0,,1,Kevin De Bruyne,0.0089
16,Premier League,Manchester City,2,1,1,0,3,0,0,0,,7,Kevin De Bruyne,0.0
16,Champions League,Manchester City,0,0,1,0,0,0,2,0,,3,Kevin De Bruyne,0.0
16,EFL Cup,Manchester City,0,1,1,0,0,1,2,0,,5,Kevin De Bruyne,0.0
16,FA Cup,Manchester City,0,0,0,0,0,0,1,0,,1,Kevin De Bruyne,0.0
16,DFB-Pokal,VfL Wolfsburg,0,0,0,0,1,0,0,0,,1,Kevin De Bruyne,0.0
15,DFB-Pokal,VfL Wolfsburg,0,0,1,0,0,0,0,0,,1,Kevin De Bruyne,0.0047
15,Bundesliga,VfL Wolfsburg,1,3,0,0,2,1,3,0,,10,Kevin De Bruyne,0.0047
15,Europa League,VfL Wolfsburg,0,0,0,0,1,2,2,0,,5,Kevin De Bruyne,0.0047
18,Copa del Rey,FC Barcelona,0,0,0,0,0,0,2,0,,2,Ivan Rakitić,0.0014
18,LaLiga,FC Barcelona,0,0,0,0,1,0,0,0,,1,Ivan Rakitić,0.0014
18,Champions League,FC Barcelona,0,0,0,0,1,0,0,0,,1,Ivan Rakitić,0.0014
15,Champions League,FC Barcelona,1,0,1,0,0,0,0,0,,2,Ivan Rakitić,0.0004
15,LaLiga,FC Barcelona,0,1,3,0,0,1,0,0,,5,Ivan Rakitić,0.0004
15,Copa del Rey,FC Barcelona,1,0,0,0,0,0,0,0,,1,Ivan Rakitić,0.0004
23,LaLiga,Atlético de Madrid,2,3,3,0,3,4,0,0,0,15,Antoine Griezmann,0.0027
23,Champions League,Atlético de Madrid,0,0,0,0,0,0,0,1,0,1,Antoine Griezmann,0.0027
19,LaLiga,Atlético de Madrid,0,3,3,0,3,3,2,1,0,15,Antoine Griezmann,0.0032
19,Copa del Rey,Atlético de Madrid,1,0,0,0,0,0,1,0,0,2,Antoine Griezmann,0.0032
19,Champions League,Atlético de Madrid,0,2,0,0,0,1,1,0,0,4,Antoine Griezmann,0.0032
18,Europa League,Atlético de Madrid,0,1,1,0,1,1,2,0,0,6,Antoine Griezmann,0.1438
18,LaLiga,Atlético de Madrid,1,2,4,0,4,6,2,0,0,19,Antoine Griezmann,0.1438
18,Copa del Rey,Atlético de Madrid,1,0,0,0,0,0,0,1,0,2,Antoine Griezmann,0.1438
18,Champions League,Atlético de Madrid,0,0,1,0,0,1,0,0,0,2,Antoine Griezmann,0.1438
17,Champions League,Atlético de Madrid,0,4,0,0,0,1,0,1,0,6,Antoine Griezmann,0.006
17,LaLiga,Atlético de Madrid,2,0,1,0,0,7,6,0,0,16,Antoine Griezmann,0.006
17,Copa del Rey,Atlético de Madrid,0,1,0,0,3,0,0,0,0,4,Antoine Griezmann,0.006
16,LaLiga,Atlético de Madrid,3,3,1,0,6,3,5,1,0,22,Antoine Griezmann,0.1272
16,Champions League,Atlético de Madrid,1,2,1,0,1,1,1,0,0,7,Antoine Griezmann,0.1272
16,Copa del Rey,Atlético de Madrid,0,1,0,0,0,0,1,1,0,3,Antoine Griezmann,0.1272
22,Champions League,Manchester City,1,0,1,1,1,1,2,0,0,7,Riyad Mahrez,0.0027
22,Premier League,Manchester City,1,0,1,0,3,2,2,2,0,11,Riyad Mahrez,0.0027
22,FA Cup,Manchester City,0,0,0,0,3,0,1,0,0,4,Riyad Mahrez,0.0027
22,EFL Cup,Manchester City,0,0,1,0,0,0,1,0,0,2,Riyad Mahrez,0.0027
21,Champions League,Manchester City,1,0,0,0,1,2,0,0,0,4,Riyad Mahrez,0.0026
21,Premier League,Manchester City,2,1,1,1,1,2,1,0,0,9,Riyad Mahrez,0.0026
21,EFL Cup,Manchester City,0,0,0,0,1,0,0,0,0,1,Riyad Mahrez,0.0026
19,Premier League,Manchester City,1,0,0,0,2,2,2,0,0,7,Riyad Mahrez,0.0117
19,FA Cup,Manchester City,0,0,0,0,0,1,0,1,0,2,Riyad Mahrez,0.0117
19,EFL Cup,Manchester City,0,0,0,0,0,0,2,0,0,2,Riyad Mahrez,0.0117
19,Champions League,Manchester City,0,0,0,0,0,0,1,0,0,1,Riyad Mahrez,0.0117
16,Premier League,Leicester City,2,4,2,0,5,3,1,0,0,17,Riyad Mahrez,0.0128
16,EFL Cup,Leicester City,0,0,0,0,0,0,0,0,1,1,Riyad Mahrez,0.0128
16,Premier League,Leicester City,3,3,2,1,2,7,4,2,,24,Jamie Vardy,0.0071
16,LaLiga,Real Madrid,0,0,1,0,0,0,0,0,,1,Pepe,0.0051
19,Premier League,Arsenal FC,5,0,0,0,6,7,3,1,0,22,Pierre-Emerick Aubameyang,0.0018
19,Europa League,Arsenal FC,1,1,1,0,1,2,2,0,0,8,Pierre-Emerick Aubameyang,0.0018
19,FA Cup,Arsenal FC,0,0,1,0,0,0,0,0,0,1,Pierre-Emerick Aubameyang,0.0018
17,DFB-Pokal,Borussia Dortmund,0,0,0,0,0,2,0,0,0,2,Pierre-Emerick Aubameyang,0.005
17,Bundesliga,Borussia Dortmund,4,5,4,0,7,4,6,1,0,31,Pierre-Emerick Aubameyang,0.005
17,Champions League,Borussia Dortmund,2,0,1,0,1,1,2,0,0,7,Pierre-Emerick Aubameyang,0.005
16,Bundesliga,Borussia Dortmund,0,3,2,0,5,4,8,3,0,25,Pierre-Emerick Aubameyang,0.0045
16,Europa League,Borussia Dortmund,1,2,3,0,0,2,0,0,0,8,Pierre-Emerick Aubameyang,0.0045
16,DFB-Pokal,Borussia Dortmund,0,1,1,0,0,1,0,0,0,3,Pierre-Emerick Aubameyang,0.0045
16,Europa League Qualifying,Borussia Dortmund,0,0,1,0,0,1,1,0,0,3,Pierre-Emerick Aubameyang,0.0045
23,LaLiga,Real Madrid,1,0,2,0,0,0,1,0,,4,Luka Modrić,0.0129
23,Champions League,Real Madrid,1,0,0,0,1,0,0,0,,2,Luka Modrić,0.0129
22,LaLiga,Real Madrid,0,0,1,0,0,0,1,0,,2,Luka Modrić,0.0134
22,Supercopa,Real Madrid,0,0,1,0,0,0,0,0,,1,Luka Modrić,0.0134
21,LaLiga,Real Madrid,1,2,0,0,0,0,1,1,,5,Luka Modrić,0.0
21,Champions League,Real Madrid,0,0,0,0,1,0,0,0,,1,Luka Modrić,0.0
18,LaLiga,Real Madrid,0,0,0,0,0,1,0,0,,1,Luka Modrić,0.2615
18,Champions League,Real Madrid,0,1,0,0,0,0,0,0,,1,Luka Modrić,0.2615
17,LaLiga,Real Madrid,0,0,0,0,0,1,0,0,,1,Luka Modrić,0.0298
16,LaLiga,Real Madrid,0,0,0,0,0,0,2,0,,2,Luka Modrić,0.0006
16,Champions League,Real Madrid,0,0,0,0,1,0,0,0,,1,Luka Modrić,0.0006
16,Premier League,West Ham United,1,0,1,0,3,2,1,1,,9,Dimitri Payet,0.0006
16,FA Cup,West Ham United,0,0,1,0,0,1,0,1,,3,Dimitri Payet,0.0006
17,Serie A,Juventus FC,1,1,4,0,1,2,1,1,,11,Paulo Dybala,0.0082
17,Champions League,Juventus FC,1,1,1,0,1,0,0,0,,4,Paulo Dybala,0.0082
17,Italy Cup,Juventus FC,1,1,0,0,1,1,0,0,,4,Paulo Dybala,0.0082
16,Serie A,Juventus FC,3,2,3,0,2,2,5,2,,19,Paulo Dybala,0.0
16,Champions League,Juventus FC,0,0,0,0,0,1,0,0,,1,Paulo Dybala,0.0
16,Italy Cup,Juventus FC,0,0,0,0,0,1,1,0,,2,Paulo Dybala,0.0
16,Supercoppa Italiana,Juventus FC,0,0,0,0,0,1,0,0,,1,Paulo Dybala,0.0
18,Copa del Rey,Atlético de Madrid,0,0,1,0,0,0,0,0,,1,Diego Godín,0.0003
16,LaLiga,Atlético de Madrid,0,1,0,0,0,0,0,0,,1,Diego Godín,0.0
16,Serie A,SSC Napoli,8,4,4,0,6,8,5,1,0,36,Gonzalo Higuaín,0.0
16,Europa League,SSC Napoli,0,0,0,0,0,0,1,1,0,2,Gonzalo Higuaín,0.0
16,LaLiga,Atlético de Madrid,3,0,1,0,0,0,1,0,0,5,Koke,0.0
